0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.057324618,0.054763403,0.056222044,-0.054938912,-0.051653534,0.054102495,-0.057874132,-0.054954022,-0.06034409,-0.054921865,0.052327987,-0.061195463,-0.05639342,0.056874607,0.05574571,-0.05253188
0.054476395,0.05068071,0.051504012,0.058974933,-0.054559335,-0.060396012,0.054658145,-0.05268069,0.05667725,0.053350672,0.050153513,0.050120894,-0.052890927,-0.05082933,-0.05838788,0.05266051
0.050090287,-0.05525821,0.058598984,0.05933026,0.051126502,0.055089254,-0.05170411,0.05165863,0.05339698,0.054632593,0.053822752,-0.05213254,-0.056197498,0.051052194,-0.050301805,-0.060825035
0.052466366,0.057054088,0.05056975,0.05811782,0.054089516,-0.06032598,0.056344423,0.058555406,0.056570306,0.050897542,0.055177618,0.059608847,-0.060488064,0.053902395,0.054334465,0.059474275
-0.225881,0.2483495,-0.27011487,0.27146623,-0.05230625,-0.19872995,-0.08073067,0.034846365,-0.1722895,0.15762813,0.039317578,-0.26472804,0.28648543,-0.04858623,-0.1876728,-0.2305063
0.3146556,-0.0036669027,0.32380155,-0.11564206,0.25128353,0.23496793,0.15563901,0.07579217,-0.19648474,-0.2516271,0.12772013,0.24340142,-0.25112966,0.24950066,0.00038069946,0.0064853407
0.0069324835,0.049616054,-0.0480885,0.024840765,-0.029837463,-0.017656974,-0.048852522,0.02927845,-0.061957706,0.026128719,-0.0022220893,0.00870526,0.05290915,-0.013911388,-0.023183629,-0.056878887
-0.051723495,-0.057099186,0.05013375,-0.05371855,0.060027443,0.061343588,-0.061481655,-0.052271917,0.056693405,0.059219934,0.05378015,-0.05498902,-0.06089126,0.061799224,-0.0516411,-0.052511826
-0.23576331,0.2205857,-0.28213164,0.2723411,-0.08156647,-0.21288097,-0.08351753,0.04398752,-0.17338432,0.1339213,0.07321965,-0.2523054,0.3202877,-0.037605334,-0.17940761,-0.26085994
0.12872693,0.1647002,0.2832681,-0.16212958,0.09829699,0.2933196,0.20120437,0.15786137,-0.23918056,-0.23087093,0.05638684,0.1633803,-0.27301756,0.13916482,-0.052197494,0.2610819
-0.07601376,0.21082772,-0.122632414,0.1829177,0.00999788,-0.071287125,-0.010524277,0.066316076,-0.12666209,0.043439902,-0.012352416,-0.12874573,0.13383071,-0.0133038955,-0.15126753,-0.075792044
0.0313549,0.011482379,0.049444325,-0.010770245,0.021079218,0.018391967,-0.013500053,0.014263906,-0.04833247,-0.04786382,0.023697704,0.016902048,-0.024419628,-0.0023002378,-0.03375857,0.0064973882
-0.055249512,-0.059979558,0.05131624,-0.05836533,-0.05017705,-0.06126721,0.054117262,-0.055295087,0.05248733,0.00241101,-0.05086518,0.04989566,0.06088054,0.051219273,-0.04819015,-0.05028455
-0.052730784,-0.052305207,0.056949575,0.054308407,0.05445132,-0.05062019,0.055626918,-0.054964215,-0.054441795,-0.052705288,0.055318598,-0.05735006,-0.052375183,0.052747868,0.0567699,0.055994384
0.059981197,-0.053194214,-0.054928567,0.056001056,0.053185105,0.052695602,0.053045385,0.05872611,0.052109305,0.05898464,0.050639443,0.061241705,0.051195055,-0.058710974,0.055629082,-0.051883567
0.040840868,-0.15465975,-0.20173308,0.11543025,0.15519075,-0.20155755,-0.13801742,-0.24942322,0.29085556,0.319761,-0.26585725,-0.06587592,0.15313113,-0.18797536,0.35725075,-0.13929114
0.06028957,-0.052700493,-0.054744594,-0.050656777,-0.05438493,-0.060073454,0.058875978,-0.061182953,0.053680286,0.05243809,0.057216298,-0.053566124,-0.052636832,0.059340566,-0.05706989,-0.061298974
-0.050473657,-0.046926755,-0.048407357,-0.054939162,-0.050334375,0.050820712,0.04639919,-0.054733228,-0.052264027,-0.048283234,-0.056664303,0.046383947,-0.045905195,0.047211815,0.049415004,-0.049407367
0.059733156,-0.051334914,-0.06190125,0.06095528,-0.050754752,-0.051536318,0.060959116,-0.051670007,0.05136886,0.055765968,0.05794581,0.056520607,-0.05127178,-0.057573777,-0.051616646,0.055667937
-0.03813586,0.06568413,-0.05488599,0.06130725,-0.030672815,-0.06606216,-0.01424281,-0.035790596,0.028352913,-0.0069024083,-0.055478867,0.008177479,-0.06532061,-0.039275866,0.041063238,0.049079217
